date;tranche_horaire;id_arret;nom_commune;id_ligne;sens;freq
2025-01-09;16:15:00;3908;Pont-Péan;72;Retour;1.17647
2025-04-14;15:15:00;2809;Saint-Grégoire;1;Aller;5.88235
2025-02-22;15:45:00;2202;Saint-Jacques-de-la-Lande;13;Retour;2.35294
2025-08-21;08:30:00;2204;Saint-Jacques-de-la-Lande;6;Retour;1.17647
2025-03-25;13:00:00;2702;Noyal-Châtillon-sur-Seiche;59;Retour;2.35294
2025-08-29;10:00:00;3410;Nouvoitou;75;Aller;1.17647
2024-11-27;12:00:00;2204;Saint-Jacques-de-la-Lande;13;Retour;1.17647
2024-10-03;07:15:00;3028;Chantepie;1;Retour;27.05882
2024-12-11;17:45:00;2327;Bruz;91;Retour;2.35294
2025-06-24;10:00:00;2912;Chartres-de-Bretagne;72;Retour;1.17647
2025-07-12;10:15:00;5064;Saint-Jacques-de-la-Lande;1002;Indéterminé;63.33334
2024-10-28;18:30:00;2701;Noyal-Châtillon-sur-Seiche;59;Retour;3.52941
2024-10-14;09:30:00;4508;Gévezé;68;Aller;1.17647
2024-09-30;14:00:00;4510;Gévezé;68;Aller;3.52941
2025-08-23;08:00:00;3028;Chantepie;1;Retour;1.17647
2024-11-17;12:00:00;2375;Bruz;7;Retour;4.70588
2025-02-15;17:30:00;3760;Vezin-le-Coquet;53;Aller;1.17647
2024-12-04;13:45:00;2271;Saint-Jacques-de-la-Lande;13;Retour;1.17647
2025-02-07;17:15:00;2452;Betton;78;Aller;1.17647
2024-12-05;17:15:00;2854;Saint-Grégoire;12;Retour;4.70588
2025-04-09;05:00:00;2361;Bruz;7;Retour;1.17647
2025-05-05;12:30:00;2204;Saint-Jacques-de-la-Lande;6;Retour;1.17647
2024-12-21;17:15:00;2020;Cesson-Sévigné;67;Retour;1.17647
2025-05-19;18:45:00;2410;Betton;51;Aller;2.35294
2025-02-11;17:45:00;3250;Orgères;74;Retour;3.52941
2025-03-12;07:45:00;2915;Chartres-de-Bretagne;91;Aller;5.88235
2024-11-04;07:45:00;4801;Bécherel;82;Retour;1.17647
2025-01-16;15:00:00;2838;Saint-Grégoire;78;Aller;4.70588
2025-06-12;16:30:00;2609;Vern-sur-Seiche;62;Retour;8.23529
2025-05-21;14:00:00;3854;Mordelles;76;Retour;2.35294
2024-12-09;12:30:00;3752;Vezin-le-Coquet;55;Retour;1.17647
2024-10-11;10:30:00;4205;Chavagne;56;Retour;1.17647
2025-01-18;20:45:00;3144;Pacé;77;Aller;1.17647
2024-12-18;16:30:00;2165;Cesson-Sévigné;11;Aller;14.11765
2025-07-09;09:30:00;9249;Saint-Erblon;61;Retour;1.17647
2025-07-16;12:45:00;2509;Le Rheu;54;Retour;3.52941
2025-03-19;12:00:00;2830;Saint-Grégoire;52;Retour;3.52941
2024-11-12;17:45:00;3326;Thorigné-Fouillard;83;Aller;2.35294
2025-05-16;14:30:00;2607;Vern-sur-Seiche;62;Retour;1.17647
2025-06-16;12:30:00;2815;Saint-Grégoire;14;Retour;1.17647
2024-09-05;09:00:00;4004;Acigné;64;Aller;2.35294
2025-01-15;17:15:00;2257;Saint-Jacques-de-la-Lande;5;Retour;9.41176
2025-06-07;17:30:00;2281;Saint-Jacques-de-la-Lande;7;Aller;17.64706
2025-08-20;17:00:00;2706;Noyal-Châtillon-sur-Seiche;61;Retour;2.35294
2025-03-12;12:30:00;3170;Pacé;77;Retour;1.17647
2025-02-03;14:15:00;2035;Cesson-Sévigné;11;Aller;1.17647
2025-05-13;17:45:00;2812;Saint-Grégoire;1;Aller;4.70588
2024-09-07;12:00:00;3019;Chantepie;13;Aller;1.17647
2025-06-10;08:45:00;2548;Le Rheu;54;Retour;10.58824
2025-05-21;13:45:00;4104;Corps-Nuds;73;Retour;1.17647
2025-06-03;08:15:00;4153;Brécé;167;Aller;1.17647
2024-11-08;17:30:00;2919;Chartres-de-Bretagne;72;Aller;2.35294
2025-03-29;20:00:00;2204;Saint-Jacques-de-la-Lande;6;Retour;1.17647
2025-07-01;17:30:00;2616;Vern-sur-Seiche;62;Aller;1.17647
2024-12-12;16:30:00;2839;Saint-Grégoire;32;Aller;2.35294
2025-08-14;15:30:00;3172;Pacé;77;Retour;3.52941
2025-04-16;13:00:00;3210;Orgères;74;Retour;7.05882
2025-08-09;18:15:00;4507;Gévezé;68;Retour;1.17647
2025-07-04;11:00:00;2151;Cesson-Sévigné;34;Retour;1.17647
2025-03-20;17:30:00;3037;Chantepie;1;Retour;7.05882
2025-06-06;10:45:00;3757;Vezin-le-Coquet;53;Retour;1.17647
2025-01-30;17:45:00;2404;Betton;51;Aller;1.17647
2025-01-24;19:00:00;4019;Acigné;64;Aller;1.17647
2025-07-26;12:00:00;2826;Saint-Grégoire;12;Aller;3.52941
2025-07-02;12:00:00;2017;Cesson-Sévigné;67;Aller;2.35294
2025-08-28;06:30:00;6002;Romillé;81;Retour;3.52941
2025-05-27;06:00:00;2202;Saint-Jacques-de-la-Lande;6;Retour;7.05882
2024-09-25;14:00:00;3174;Pacé;77;Retour;1.17647
2024-11-13;09:45:00;2123;Cesson-Sévigné;11;Retour;1.17647
2025-06-28;15:30:00;3170;Pacé;77;Retour;1.17647
2025-01-03;08:15:00;2311;Bruz;7;Retour;1.17647
2024-09-26;17:15:00;2027;Cesson-Sévigné;6;Retour;1.17647
2025-03-13;06:45:00;2085;Cesson-Sévigné;67;Aller;4.70588
2024-11-28;10:30:00;2010;Cesson-Sévigné;6;Aller;2.35294
2024-10-18;17:30:00;2857;Saint-Grégoire;78;Aller;5.88235
2025-01-18;12:15:00;5064;Saint-Jacques-de-la-Lande;9000;Indéterminé;10.52632
2025-04-05;18:30:00;2017;Cesson-Sévigné;6;Aller;1.17647
2025-02-24;07:45:00;2709;Noyal-Châtillon-sur-Seiche;61;Retour;10.58824
2025-08-21;09:00:00;2376;Bruz;7;Retour;2.35294
2024-12-11;13:45:00;2816;Saint-Grégoire;1;Retour;3.52941
2025-08-26;13:45:00;2710;Noyal-Châtillon-sur-Seiche;61;Retour;2.35294
2025-01-29;09:15:00;2137;Cesson-Sévigné;34;Aller;4.70588
2025-05-13;08:00:00;2540;Le Rheu;76;Retour;2.35294
2025-05-12;11:45:00;2241;Saint-Jacques-de-la-Lande;7;Aller;1.17647
2024-11-05;18:45:00;2817;Saint-Grégoire;1;Aller;3.52941
2025-05-20;19:30:00;2437;Betton;78;Aller;2.35294
2024-10-15;09:00:00;2007;Cesson-Sévigné;6;Aller;3.52941
2025-05-09;10:15:00;2281;Saint-Jacques-de-la-Lande;7;Aller;11.76471
2025-07-17;12:45:00;2057;Cesson-Sévigné;67;Aller;1.17647
2025-05-16;19:15:00;2202;Saint-Jacques-de-la-Lande;6;Retour;2.35294
2025-06-19;08:45:00;2813;Saint-Grégoire;1;Aller;1.17647
2024-11-14;08:15:00;4505;Gévezé;68;Retour;2.35294
2024-09-14;10:00:00;2228;Saint-Jacques-de-la-Lande;5;Aller;1.17647
2024-11-21;10:45:00;2335;Bruz;59;Retour;3.52941
2025-01-03;08:00:00;2809;Saint-Grégoire;1;Aller;4.70588
2025-02-15;01:15:00;2257;Saint-Jacques-de-la-Lande;5;Retour;1.17647
2025-08-10;16:45:00;2012;Cesson-Sévigné;6;Aller;2.35294
2025-07-13;09:15:00;2214;Saint-Jacques-de-la-Lande;6;Retour;5.88235
2025-07-16;11:30:00;4708;Laillé;80;Retour;3.52941
2025-04-10;14:15:00;2223;Saint-Jacques-de-la-Lande;6;Retour;2.35294
2025-03-16;16:45:00;5064;Saint-Jacques-de-la-Lande;1002;Indéterminé;35.55556
2025-03-28;07:45:00;2143;Cesson-Sévigné;34;Retour;5.88235
2024-09-17;08:45:00;2239;Saint-Jacques-de-la-Lande;7;Retour;2.35294
2024-11-19;14:45:00;2240;Saint-Jacques-de-la-Lande;7;Retour;3.52941
2024-11-04;07:00:00;3715;Saint-Gilles;52;Retour;1.17647
2024-10-22;17:15:00;2263;Saint-Jacques-de-la-Lande;13;Retour;1.17647
2025-03-20;07:15:00;2153;Cesson-Sévigné;50;Aller;7.05882
2024-12-02;06:30:00;2240;Saint-Jacques-de-la-Lande;7;Retour;1.17647
2024-12-24;06:30:00;3007;Chantepie;1;Retour;1.17647
2025-03-23;08:15:00;2291;Saint-Jacques-de-la-Lande;6;Aller;1.17647
2025-01-27;16:00:00;2401;Betton;51;Aller;1.17647
2025-02-07;14:00:00;2815;Saint-Grégoire;14;Retour;7.05882
2024-11-12;20:15:00;2815;Saint-Grégoire;14;Retour;1.17647
2025-03-26;13:15:00;4380;Saint-Erblon;74;Retour;1.17647
2024-09-25;08:45:00;4155;Brécé;67;Aller;3.52941
2025-07-21;15:00:00;3315;Thorigné-Fouillard;50;Aller;2.35294
2025-07-12;12:00:00;2806;Saint-Grégoire;1;Aller;1.17647
2025-07-15;16:15:00;2033;Cesson-Sévigné;11;Aller;1.17647
2024-11-04;08:45:00;3210;Orgères;74;Retour;3.52941
2025-02-06;12:15:00;3960;Saint-Sulpice-la-Forêt;71;Aller;1.17647
2025-02-15;12:15:00;3770;Vezin-le-Coquet;76;Retour;2.35294
2025-01-08;17:30:00;2379;Bruz;90;Retour;4.70588
2025-03-24;17:00:00;2522;Le Rheu;55;Retour;4.70588
2025-01-23;13:30:00;2215;Saint-Jacques-de-la-Lande;6;Aller;1.17647
2025-07-24;14:15:00;2002;Cesson-Sévigné;64;Retour;2.35294
2024-09-21;16:45:00;2917;Chartres-de-Bretagne;72;Retour;4.70588
2024-09-26;11:45:00;2215;Saint-Jacques-de-la-Lande;6;Aller;1.17647
2024-12-05;18:00:00;3762;Vezin-le-Coquet;53;Aller;1.17647
2024-10-01;08:45:00;2332;Bruz;59;Retour;1.17647
2024-11-27;17:30:00;3503;Montgermont;52;Aller;2.35294
2025-04-04;11:15:00;2816;Saint-Grégoire;1;Retour;8.23529
2025-05-03;12:15:00;2359;Bruz;59;Retour;4.70588
2024-12-27;08:45:00;2211;Saint-Jacques-de-la-Lande;7;Aller;1.17647
2025-06-05;10:30:00;4264;La Chapelle-Thouarault;53;Retour;1.17647
2025-05-20;18:15:00;2907;Chartres-de-Bretagne;72;Aller;3.52941
2025-06-06;13:00:00;2863;Saint-Grégoire;14;Aller;3.52941
2025-02-19;14:30:00;2089;Cesson-Sévigné;6;Aller;3.52941
2025-02-28;08:30:00;2806;Saint-Grégoire;1;Aller;1.17647
2024-09-03;12:00:00;2907;Chartres-de-Bretagne;72;Aller;1.17647
2025-08-15;16:15:00;2307;Bruz;7;Retour;2.35294
2024-09-27;14:30:00;2613;Vern-sur-Seiche;62;Aller;1.17647
2024-12-28;20:00:00;2303;Bruz;7;Retour;1.17647
2025-05-12;18:45:00;2020;Cesson-Sévigné;6;Retour;1.17647
2025-03-20;12:30:00;2857;Saint-Grégoire;78;Aller;3.52941
2025-07-08;19:45:00;9242;Chantepie;1;Retour;10.58824
2024-10-09;10:30:00;4267;La Chapelle-Thouarault;53;Retour;1.17647
2025-01-16;11:30:00;9999;Non identifiée;9999;Indéterminé;9.41176
2025-04-12;16:45:00;3135;Pacé;52;Aller;1.17647
2024-12-10;12:15:00;3033;Chantepie;34;Aller;1.17647
2024-10-09;07:00:00;3907;Pont-Péan;79;Retour;8.23529
2025-06-06;11:00:00;5064;Saint-Jacques-de-la-Lande;1002;Indéterminé;41.11111
2024-10-14;17:15:00;2264;Saint-Jacques-de-la-Lande;13;Aller;2.35294
2025-08-01;07:30:00;2603;Vern-sur-Seiche;73;Retour;1.17647
2025-02-18;14:15:00;3322;Thorigné-Fouillard;50;Aller;1.17647
2025-02-07;09:15:00;3103;Pacé;52;Retour;3.52941
2025-06-11;12:00:00;2012;Cesson-Sévigné;6;Aller;1.17647
2025-08-28;21:00:00;2278;Saint-Jacques-de-la-Lande;13;Aller;2.35294
2024-12-21;14:00:00;3211;Orgères;74;Retour;3.52941
2025-06-21;18:15:00;2708;Noyal-Châtillon-sur-Seiche;61;Retour;5.88235
2025-03-22;20:45:00;4018;Acigné;64;Aller;1.17647
2025-04-08;15:15:00;3018;Chantepie;13;Aller;10.58824
2025-05-31;07:15:00;2011;Cesson-Sévigné;6;Aller;1.17647
2025-02-21;12:00:00;2015;Cesson-Sévigné;6;Aller;4.70588
2025-03-27;19:45:00;3027;Chantepie;1;Retour;1.17647
2024-10-13;11:15:00;2707;Noyal-Châtillon-sur-Seiche;61;Retour;1.17647
2025-07-08;08:45:00;2143;Cesson-Sévigné;14;Aller;2.35294
2024-11-15;13:30:00;2372;Bruz;59;Retour;2.35294
2025-05-09;19:00:00;2864;Saint-Grégoire;12;Aller;1.17647
2024-10-10;19:45:00;2013;Cesson-Sévigné;6;Aller;1.17647
2024-11-15;10:15:00;2803;Saint-Grégoire;12;Retour;1.17647
2024-10-19;19:15:00;2353;Bruz;7;Retour;1.17647
2025-05-05;09:30:00;2040;Cesson-Sévigné;34;Retour;2.35294
2025-02-24;10:00:00;2257;Saint-Jacques-de-la-Lande;5;Retour;3.52941
2025-07-01;09:45:00;2331;Bruz;7;Aller;1.17647
2024-09-21;17:00:00;2015;Cesson-Sévigné;6;Aller;4.70588
2025-06-19;17:15:00;2257;Saint-Jacques-de-la-Lande;5;Retour;1.17647
2024-10-18;18:30:00;2211;Saint-Jacques-de-la-Lande;6;Aller;2.35294
2024-12-31;13:30:00;3023;Chantepie;13;Aller;1.17647
2024-11-27;10:45:00;2709;Noyal-Châtillon-sur-Seiche;61;Retour;2.35294
2025-04-25;16:15:00;2003;Cesson-Sévigné;2;Retour;1.17647
2025-05-05;07:00:00;4508;Gévezé;68;Aller;4.70588
2024-10-07;18:00:00;2147;Cesson-Sévigné;34;Retour;2.35294
2025-03-25;16:45:00;1453;Saint-Jacques-de-la-Lande;5;Retour;10.58824
2025-08-30;22:15:00;2809;Saint-Grégoire;1;Aller;1.17647
2024-11-27;07:15:00;2335;Bruz;159;Retour;8.23529
2025-05-21;12:45:00;4379;Saint-Erblon;74;Aller;2.35294
2025-02-16;19:00:00;2361;Bruz;7;Retour;1.17647
2024-11-23;07:30:00;2201;Saint-Jacques-de-la-Lande;13;Retour;1.17647
2025-02-24;07:30:00;3855;Mordelles;155;Retour;4.70588
2025-06-25;12:30:00;2016;Cesson-Sévigné;67;Aller;2.14118
2025-04-10;15:15:00;2307;Bruz;7;Retour;1.17647
2024-11-27;07:45:00;2079;Cesson-Sévigné;64;Aller;2.35294
2025-07-02;16:15:00;3770;Vezin-le-Coquet;53;Retour;4.70588
2024-12-16;10:00:00;2263;Saint-Jacques-de-la-Lande;13;Retour;3.52941
2024-11-28;12:15:00;2864;Saint-Grégoire;12;Aller;1.17647
2025-03-29;12:00:00;3410;Nouvoitou;75;Aller;1.17647
2024-09-21;13:15:00;2284;Saint-Jacques-de-la-Lande;13;Retour;1.17647
2025-08-01;17:00:00;4162;Brécé;67;Aller;5.88235
2024-12-03;17:45:00;3804;Bourgbarré;74;Retour;1.17647
2025-05-14;14:30:00;3804;Bourgbarré;74;Retour;3.52941
2025-05-12;10:30:00;2317;Bruz;7;Aller;2.35294
2025-03-01;19:30:00;2944;Chartres-de-Bretagne;72;Retour;2.35294
2025-07-31;18:15:00;3856;Mordelles;55;Retour;1.17647
2024-09-04;10:00:00;2606;Vern-sur-Seiche;62;Retour;2.35294
2024-12-18;00:15:00;2317;Bruz;7;Aller;2.35294
2025-07-30;14:45:00;2219;Saint-Jacques-de-la-Lande;5;Aller;1.17647
2025-03-04;07:45:00;3752;Vezin-le-Coquet;54;Retour;1.17647
2025-05-22;17:45:00;2430;Betton;71;Aller;2.35294
2025-01-01;11:45:00;3108;Pacé;77;Retour;3.52941
2025-08-14;19:45:00;2855;Saint-Grégoire;32;Retour;1.17647
2025-05-17;17:45:00;3009;Chantepie;1;Aller;10.58824
2024-11-02;08:15:00;2734;Noyal-Châtillon-sur-Seiche;61;Retour;1.17647
2025-04-09;09:00:00;2032;Cesson-Sévigné;11;Retour;1.17647
2024-12-28;19:30:00;2411;Betton;51;Aller;4.70588
2025-06-16;13:45:00;2844;Saint-Grégoire;1;Aller;3.52941
2025-05-30;16:45:00;2008;Cesson-Sévigné;34;Retour;1.17647
2024-10-21;18:30:00;3105;Pacé;52;Aller;1.17647
2025-03-10;11:00:00;4672;Cintré;54;Retour;2.35294
2024-09-24;14:45:00;2803;Saint-Grégoire;12;Retour;1.17647
2024-09-20;18:15:00;6004;Romillé;81;Retour;1.17647
2025-04-17;11:45:00;2361;Bruz;7;Retour;9.41176
2024-09-04;09:45:00;2206;Saint-Jacques-de-la-Lande;6;Retour;1.17647
2025-03-10;17:30:00;3038;Chantepie;1;Aller;1.17647
2025-08-23;13:15:00;2059;Cesson-Sévigné;67;Aller;3.52941
2024-11-06;05:15:00;3032;Chantepie;1;Retour;5.88235
2025-02-18;09:30:00;4001;Acigné;64;Aller;1.17647
2024-09-13;16:15:00;4069;La Chapelle-des-Fougeretz;52;Aller;3.52941
2025-06-24;08:30:00;2014;Cesson-Sévigné;6;Aller;5.88235
2025-06-10;10:30:00;2020;Cesson-Sévigné;6;Retour;2.35294
2025-04-14;15:15:00;2839;Saint-Grégoire;32;Aller;1.17647
2025-02-08;14:45:00;2206;Saint-Jacques-de-la-Lande;13;Retour;1.17647
2024-12-04;20:45:00;2131;Cesson-Sévigné;2;Aller;1.17647
2025-02-11;09:00:00;2817;Saint-Grégoire;1;Aller;4.70588
2024-11-08;07:15:00;4702;Laillé;80;Retour;5.88235
2025-02-22;18:15:00;3002;Chantepie;1;Retour;3.52941
2025-02-11;15:30:00;3757;Vezin-le-Coquet;76;Retour;1.17647
2025-04-28;14:30:00;2153;Cesson-Sévigné;50;Aller;1.17647
2024-12-23;13:15:00;2239;Saint-Jacques-de-la-Lande;7;Retour;2.35294
2024-10-15;09:30:00;2517;Le Rheu;76;Aller;1.17647
2025-06-06;15:30:00;3014;Chantepie;11;Aller;2.35294
2025-04-03;07:45:00;4555;Saint-Armel;73;Retour;4.70588
2025-05-05;07:15:00;3027;Chantepie;1;Retour;8.23529
2025-07-21;09:30:00;3855;Mordelles;55;Retour;8.23529
2025-03-24;19:15:00;5064;Saint-Jacques-de-la-Lande;1002;Indéterminé;91.11112
2024-10-03;16:15:00;2140;Cesson-Sévigné;64;Retour;3.52941
2024-11-07;17:15:00;4672;Cintré;54;Retour;1.17647
2025-02-04;07:15:00;6005;Romillé;82;Aller;1.17647
2025-08-21;18:30:00;2353;Bruz;7;Retour;1.17647
2025-02-14;07:45:00;3809;Bourgbarré;74;Aller;1.17647
2024-11-16;18:30:00;2826;Saint-Grégoire;12;Aller;4.70588
2025-02-24;07:00:00;4104;Corps-Nuds;173;Retour;4.70588
2025-04-01;11:45:00;1453;Saint-Jacques-de-la-Lande;5;Retour;10.58824
2025-06-02;07:15:00;4316;L'Hermitage;53;Retour;2.35294
2025-06-14;23:15:00;5064;Saint-Jacques-de-la-Lande;1002;Indéterminé;18.88889
2025-05-12;07:45:00;2839;Saint-Grégoire;78;Retour;3.52941
2024-10-22;07:45:00;2241;Saint-Jacques-de-la-Lande;7;Aller;2.35294
2024-12-26;19:45:00;3009;Chantepie;1;Aller;1.17647
2024-10-07;16:45:00;4502;Gévezé;68;Aller;1.17647
2024-10-28;19:15:00;5050;Cesson-Sévigné;1002;Indéterminé;40.0
2024-11-06;12:15:00;2028;Cesson-Sévigné;6;Retour;1.17647
2025-05-13;08:45:00;3116;Pacé;65;Aller;1.17647
2025-03-24;17:00:00;2859;Saint-Grégoire;32;Aller;2.35294
2024-11-15;08:15:00;4555;Saint-Armel;73;Retour;1.17647
2025-08-05;13:30:00;4700;Laillé;80;Retour;2.35294
2024-10-29;15:45:00;2801;Saint-Grégoire;4;Retour;17.64706
2025-03-20;05:45:00;3028;Chantepie;1;Retour;2.35294
2025-05-26;09:00:00;2020;Cesson-Sévigné;6;Retour;2.35294
2024-11-15;07:00:00;2629;Vern-sur-Seiche;62;Retour;4.70588
2025-08-28;14:00:00;2201;Saint-Jacques-de-la-Lande;6;Retour;1.17647
2024-10-16;13:15:00;3144;Pacé;77;Retour;5.88235
2025-03-18;08:30:00;2509;Le Rheu;54;Retour;3.52941
2025-06-12;08:45:00;3405;Nouvoitou;75;Aller;3.52941
2025-07-05;20:45:00;65501;Non identifiée;9999;Indéterminé;136.47059
2025-03-07;09:45:00;3757;Vezin-le-Coquet;53;Retour;1.17647
2025-08-28;08:45:00;4151;Brécé;67;Aller;1.17647
2025-03-13;08:00:00;3708;Saint-Gilles;52;Retour;1.17647
2025-05-16;15:00:00;2153;Cesson-Sévigné;50;Aller;7.05882
2025-01-28;12:15:00;2014;Cesson-Sévigné;6;Aller;1.17647
2025-03-14;08:00:00;2301;Bruz;59;Retour;5.88235
2025-05-05;18:15:00;3144;Pacé;77;Retour;4.70588
2025-01-14;17:45:00;3139;Pacé;77;Retour;4.70588
2024-11-04;17:00:00;4153;Brécé;67;Aller;1.17647
2025-02-25;15:00:00;2803;Saint-Grégoire;14;Aller;1.17647
2025-05-02;14:15:00;2156;Cesson-Sévigné;64;Aller;1.17647
2024-12-24;18:15:00;2017;Cesson-Sévigné;67;Aller;3.52941
2025-05-15;08:45:00;2303;Bruz;7;Retour;2.35294
2025-04-29;16:30:00;2112;Cesson-Sévigné;34;Aller;1.17647
2025-08-05;10:15:00;3172;Pacé;77;Retour;3.52941
2025-04-22;05:45:00;5051;Cesson-Sévigné;1002;Indéterminé;5.55556
2025-08-23;14:45:00;3258;Orgères;74;Retour;1.17647
2024-10-25;17:00:00;2751;Noyal-Châtillon-sur-Seiche;91;Retour;1.17647
2025-05-16;13:00:00;4104;Corps-Nuds;73;Retour;2.35294
2024-11-15;15:15:00;2036;Cesson-Sévigné;11;Retour;1.17647
2025-01-28;09:00:00;2403;Betton;51;Aller;4.70588
2024-12-31;08:15:00;4305;L'Hermitage;53;Retour;4.70588
2025-05-13;18:45:00;2404;Betton;51;Aller;1.17647
2025-02-18;13:15:00;4069;La Chapelle-des-Fougeretz;52;Aller;2.35294
2025-07-04;16:00:00;2928;Chartres-de-Bretagne;72;Retour;1.17647
2025-07-20;14:45:00;9242;Chantepie;1;Retour;1.17647
2025-05-09;18:15:00;3805;Bourgbarré;74;Retour;1.17647
2025-02-12;15:00:00;3116;Pacé;65;Aller;1.17647
2025-03-21;11:15:00;3113;Pacé;65;Aller;1.17647
2024-09-27;06:30:00;3707;Saint-Gilles;52;Retour;1.17647
2025-01-30;17:15:00;2374;Bruz;7;Aller;1.17647
2024-11-05;20:30:00;3007;Chantepie;1;Retour;1.17647
2025-02-21;18:45:00;2301;Bruz;59;Retour;4.70588
2024-09-29;15:30:00;2281;Saint-Jacques-de-la-Lande;7;Aller;23.52941
2025-03-15;12:30:00;2085;Cesson-Sévigné;67;Aller;4.70588
2024-10-18;15:15:00;2721;Noyal-Châtillon-sur-Seiche;61;Aller;3.52941
2025-08-29;14:45:00;2089;Cesson-Sévigné;6;Retour;1.17647
2024-12-11;13:15:00;2603;Vern-sur-Seiche;75;Aller;14.11765
2025-04-08;16:30:00;3503;Montgermont;52;Aller;7.05882
2025-04-15;11:30:00;2151;Cesson-Sévigné;34;Retour;1.17647
2025-07-29;08:15:00;4252;La Chapelle-Thouarault;53;Retour;1.17647
2024-09-03;08:00:00;3717;Saint-Gilles;52;Retour;7.05882
2024-10-18;08:00:00;2029;Cesson-Sévigné;6;Retour;1.17647
2025-04-23;07:45:00;4062;La Chapelle-des-Fougeretz;168;Aller;3.52941
2025-05-16;07:30:00;4362;Saint-Erblon;61;Retour;1.17647
2025-02-20;13:15:00;2223;Saint-Jacques-de-la-Lande;6;Retour;1.17647
2025-05-15;11:15:00;2815;Saint-Grégoire;1;Aller;7.05882
2025-04-24;07:30:00;2538;Le Rheu;76;Retour;9.41176
2025-02-19;05:15:00;3006;Chantepie;1;Retour;2.35294
2025-02-11;14:30:00;2241;Saint-Jacques-de-la-Lande;7;Aller;1.17647
2025-06-25;17:45:00;2007;Cesson-Sévigné;6;Aller;1.07059
2025-05-03;20:15:00;2020;Cesson-Sévigné;6;Retour;1.17647
2025-04-29;07:00:00;3502;Montgermont;52;Aller;4.70588
2024-12-11;17:00:00;2139;Cesson-Sévigné;83;Aller;8.23529
2025-05-19;11:15:00;2303;Bruz;7;Retour;3.52941
2024-10-02;16:15:00;3506;Montgermont;52;Aller;5.88235
2025-07-30;06:00:00;65501;Non identifiée;9999;Indéterminé;5.88235
2025-06-01;23:30:00;2375;Bruz;7;Retour;1.17647
2025-07-02;16:15:00;2165;Cesson-Sévigné;11;Aller;1.17647
2025-02-19;15:30:00;2548;Le Rheu;54;Retour;2.35294
2025-01-08;08:15:00;2151;Cesson-Sévigné;34;Retour;2.35294
2025-06-09;11:00:00;3002;Chantepie;1;Retour;1.17647
2025-07-15;14:30:00;3862;Mordelles;55;Aller;1.17647
2025-07-30;14:15:00;2826;Saint-Grégoire;12;Aller;2.35294
2025-02-22;19:45:00;4704;Laillé;80;Retour;3.52941
2024-10-02;13:30:00;3027;Chantepie;1;Retour;4.70588
2025-07-08;06:30:00;4504;Gévezé;68;Aller;3.52941
2025-05-09;14:45:00;2290;Saint-Jacques-de-la-Lande;6;Retour;1.17647
2025-08-20;12:30:00;4053;La Chapelle-des-Fougeretz;52;Aller;1.17647
2025-05-16;06:15:00;3766;Vezin-le-Coquet;55;Aller;3.52941
2024-09-04;08:30:00;2812;Saint-Grégoire;1;Aller;1.17647
2025-01-06;07:30:00;2629;Vern-sur-Seiche;62;Retour;3.52941
2025-06-13;13:30:00;2839;Saint-Grégoire;32;Aller;1.17647
2025-03-08;13:30:00;4204;Chavagne;56;Retour;3.52941
2024-09-04;11:30:00;2824;Saint-Grégoire;1;Retour;1.17647
2025-06-04;21:45:00;9999;Non identifiée;9999;Indéterminé;14.11765
2024-10-29;17:45:00;2454;Betton;78;Aller;1.17647
2024-11-08;07:45:00;2211;Saint-Jacques-de-la-Lande;7;Aller;7.05882
2025-08-21;14:30:00;3023;Chantepie;13;Aller;2.35294
2024-10-20;10:00:00;2815;Saint-Grégoire;12;Aller;4.70588
2025-01-06;16:45:00;3012;Chantepie;13;Aller;2.35294
2025-04-15;11:00:00;2801;Saint-Grégoire;4;Retour;10.58824
2024-12-12;10:15:00;3012;Chantepie;13;Aller;1.17647
2024-10-15;07:45:00;4551;Saint-Armel;73;Retour;17.64706
2024-09-10;15:15:00;3139;Pacé;77;Retour;2.35294
2024-12-16;08:00:00;2236;Saint-Jacques-de-la-Lande;13;Retour;1.17647
2025-01-28;11:15:00;2017;Cesson-Sévigné;6;Aller;3.52941
2025-05-27;18:00:00;2714;Noyal-Châtillon-sur-Seiche;61;Retour;4.70588
2025-07-28;16:30:00;2376;Bruz;7;Retour;2.35294
2025-07-07;11:15:00;3211;Orgères;74;Retour;3.52941
2024-09-24;13:00:00;2317;Bruz;7;Aller;2.35294
2025-02-05;18:45:00;3018;Chantepie;13;Aller;10.58824
2025-04-12;23:30:00;2214;Saint-Jacques-de-la-Lande;6;Retour;1.17647
2025-05-23;07:15:00;2263;Saint-Jacques-de-la-Lande;6;Retour;15.29412
2025-02-22;10:15:00;2353;Bruz;59;Retour;3.52941
2024-12-08;15:00:00;2521;Le Rheu;55;Retour;2.35294
2025-08-08;20:15:00;2604;Vern-sur-Seiche;62;Retour;1.17647
2025-05-07;09:00:00;2013;Cesson-Sévigné;6;Aller;2.35294
2025-07-19;16:45:00;2834;Saint-Grégoire;78;Retour;1.17647
2025-06-03;10:45:00;2629;Vern-sur-Seiche;62;Retour;1.17647
2025-07-07;09:30:00;3801;Bourgbarré;74;Retour;1.17647
2025-05-26;14:30:00;3309;Thorigné-Fouillard;50;Aller;1.17647
2025-03-07;17:15:00;2774;Noyal-Châtillon-sur-Seiche;61;Retour;2.35294
