route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
6-1001,prog-00000000002,00000000001,La Poterie,,0,a-1.4051945,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001001,La Poterie,,0,a-1.4051996,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002001,La Poterie,,0,a-1.4052047,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003013,La Poterie,,0,a-1.4052100,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004039,La Poterie,,0,a-1.4052151,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005591,La Poterie,,0,a-1.4152989,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000002,La Poterie,,0,a-2.4051949,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001002,La Poterie,,0,a-2.4052000,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002002,La Poterie,,0,a-2.4052051,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003014,La Poterie,,0,a-2.4052103,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004040,La Poterie,,0,a-2.4052154,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005592,La Poterie,,0,a-2.4152991,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000003,La Poterie,,0,a-3.4051952,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001003,La Poterie,,0,a-3.4052003,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002003,La Poterie,,0,a-3.4052054,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003015,La Poterie,,0,a-3.4052106,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004041,La Poterie,,0,a-3.4052157,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005593,La Poterie,,0,a-3.4152993,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000004,La Poterie,,0,a-4.4051955,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001004,La Poterie,,0,a-4.4052006,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002004,La Poterie,,0,a-4.4052057,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003016,La Poterie,,0,a-4.4052109,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004042,La Poterie,,0,a-4.4052160,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005594,La Poterie,,0,a-4.4152995,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005596,La Poterie,,0,a-5.4152990,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000006,La Poterie,,0,a-5.4051947,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001006,La Poterie,,0,a-5.4051998,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002006,La Poterie,,0,a-5.4052050,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003018,La Poterie,,0,a-5.4052102,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004044,La Poterie,,0,a-5.4052153,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005598,La Poterie,,0,a-6.4152992,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000008,La Poterie,,0,a-6.4051951,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001008,La Poterie,,0,a-6.4052002,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002008,La Poterie,,0,a-6.4052053,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003020,La Poterie,,0,a-6.4052105,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004046,La Poterie,,0,a-6.4052156,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005600,La Poterie,,0,a-7.4152994,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000010,La Poterie,,0,a-7.4051953,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001010,La Poterie,,0,a-7.4052004,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002010,La Poterie,,0,a-7.4052055,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003022,La Poterie,,0,a-7.4052107,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004048,La Poterie,,0,a-7.4052158,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005602,La Poterie,,0,a-8.4152996,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000012,La Poterie,,0,a-8.4051957,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001012,La Poterie,,0,a-8.4052008,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002012,La Poterie,,0,a-8.4052058,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003024,La Poterie,,0,a-8.4052110,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004050,La Poterie,,0,a-8.4052161,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005604,La Poterie,,0,a-1.4152989,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000014,La Poterie,,0,a-1.4051945,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001014,La Poterie,,0,a-1.4051996,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002014,La Poterie,,0,a-1.4052047,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003026,La Poterie,,0,a-1.4052100,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004052,La Poterie,,0,a-1.4052151,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005606,La Poterie,,0,a-2.4152991,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000016,La Poterie,,0,a-2.4051949,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001016,La Poterie,,0,a-2.4052000,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002016,La Poterie,,0,a-2.4052051,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003028,La Poterie,,0,a-2.4052103,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004054,La Poterie,,0,a-2.4052154,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005608,La Poterie,,0,a-3.4152993,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000018,La Poterie,,0,a-3.4051952,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001018,La Poterie,,0,a-3.4052003,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002018,La Poterie,,0,a-3.4052054,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003030,La Poterie,,0,a-3.4052106,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004056,La Poterie,,0,a-3.4052157,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005610,La Poterie,,0,a-4.4152995,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000020,La Poterie,,0,a-4.4051955,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001020,La Poterie,,0,a-4.4052006,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002020,La Poterie,,0,a-4.4052057,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003032,La Poterie,,0,a-4.4052109,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004058,La Poterie,,0,a-4.4052160,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005612,La Poterie,,0,a-5.4152990,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000022,La Poterie,,0,a-5.4051947,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001022,La Poterie,,0,a-5.4051998,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002022,La Poterie,,0,a-5.4052050,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003034,La Poterie,,0,a-5.4052102,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004060,La Poterie,,0,a-5.4052153,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005614,La Poterie,,0,a-6.4152992,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000024,La Poterie,,0,a-6.4051951,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001024,La Poterie,,0,a-6.4052002,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002024,La Poterie,,0,a-6.4052053,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003036,La Poterie,,0,a-6.4052105,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004062,La Poterie,,0,a-6.4052156,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005616,La Poterie,,0,a-7.4152994,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000026,La Poterie,,0,a-7.4051953,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001026,La Poterie,,0,a-7.4052004,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002026,La Poterie,,0,a-7.4052055,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003038,La Poterie,,0,a-7.4052107,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004064,La Poterie,,0,a-7.4052158,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005618,La Poterie,,0,a-8.4152996,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000028,La Poterie,,0,a-8.4051957,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001028,La Poterie,,0,a-8.4052008,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002028,La Poterie,,0,a-8.4052058,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003040,La Poterie,,0,a-8.4052110,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004066,La Poterie,,0,a-8.4052161,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005620,La Poterie,,0,a-1.4152989,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000030,La Poterie,,0,a-1.4051945,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001030,La Poterie,,0,a-1.4051996,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002030,La Poterie,,0,a-1.4052047,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003042,La Poterie,,0,a-1.4052100,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004068,La Poterie,,0,a-1.4052151,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005622,La Poterie,,0,a-2.4152991,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000032,La Poterie,,0,a-2.4051949,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001032,La Poterie,,0,a-2.4052000,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002032,La Poterie,,0,a-2.4052051,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003044,La Poterie,,0,a-2.4052103,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004070,La Poterie,,0,a-2.4052154,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005624,La Poterie,,0,a-3.4152993,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000034,La Poterie,,0,a-3.4051952,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001034,La Poterie,,0,a-3.4052003,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002034,La Poterie,,0,a-3.4052054,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003046,La Poterie,,0,a-3.4052106,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004072,La Poterie,,0,a-3.4052157,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005626,La Poterie,,0,a-4.4152995,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000036,La Poterie,,0,a-4.4051955,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001036,La Poterie,,0,a-4.4052006,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002036,La Poterie,,0,a-4.4052057,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003048,La Poterie,,0,a-4.4052109,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004074,La Poterie,,0,a-4.4052160,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005628,La Poterie,,0,a-5.4152990,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000038,La Poterie,,0,a-5.4051947,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001038,La Poterie,,0,a-5.4051998,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002038,La Poterie,,0,a-5.4052050,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003050,La Poterie,,0,a-5.4052102,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004076,La Poterie,,0,a-5.4052153,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005630,La Poterie,,0,a-6.4152992,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000040,La Poterie,,0,a-6.4051951,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001040,La Poterie,,0,a-6.4052002,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002040,La Poterie,,0,a-6.4052053,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003052,La Poterie,,0,a-6.4052105,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004078,La Poterie,,0,a-6.4052156,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005632,La Poterie,,0,a-7.4152994,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000042,La Poterie,,0,a-9.4051961,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001042,La Poterie,,0,a-9.4052012,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002042,La Poterie,,0,a-9.4052062,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003054,La Poterie,,0,a-9.4052113,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004080,La Poterie,,0,a-9.4052164,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005634,La Poterie,,0,a-8.4152996,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000044,La Poterie,,0,a-10.4051965,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001044,La Poterie,,0,a-10.4052016,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002044,La Poterie,,0,a-10.4052067,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003056,La Poterie,,0,a-10.4052118,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004082,La Poterie,,0,a-10.4052169,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000046,La Poterie,,0,a-7.4051953,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001046,La Poterie,,0,a-7.4052004,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002046,La Poterie,,0,a-7.4052055,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003058,La Poterie,,0,a-7.4052107,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004084,La Poterie,,0,a-7.4052158,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005636,La Poterie,,0,a-1.4152989,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000048,La Poterie,,0,a-8.4051957,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001048,La Poterie,,0,a-8.4052008,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002048,La Poterie,,0,a-8.4052058,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003060,La Poterie,,0,a-8.4052110,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004086,La Poterie,,0,a-8.4052161,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005638,La Poterie,,0,a-2.4152991,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000050,La Poterie,,0,a-1.4051945,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001050,La Poterie,,0,a-1.4051996,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002050,La Poterie,,0,a-1.4052047,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003062,La Poterie,,0,a-1.4052100,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004088,La Poterie,,0,a-1.4052151,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000052,La Poterie,,0,a-11.4051959,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001052,La Poterie,,0,a-11.4052010,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002052,La Poterie,,0,a-11.4052060,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003064,La Poterie,,0,a-11.4052111,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004090,La Poterie,,0,a-11.4052162,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005640,La Poterie,,0,a-3.4152993,1001-A-5001-5015,1,0
6-1001,prog-00000000001,00000005065,La Poterie,,0,a-1.4052214,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000054,La Poterie,,0,a-2.4051949,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001054,La Poterie,,0,a-2.4052000,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002054,La Poterie,,0,a-2.4052051,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003066,La Poterie,,0,a-2.4052103,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004092,La Poterie,,0,a-2.4052154,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005642,La Poterie,,0,a-4.4152995,1001-A-5001-5015,1,0
6-1001,prog-00000000001,00000005066,La Poterie,,0,a-2.4052216,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000056,La Poterie,,0,a-12.4051962,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001056,La Poterie,,0,a-12.4052013,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002056,La Poterie,,0,a-12.4052063,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003068,La Poterie,,0,a-12.4052114,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004094,La Poterie,,0,a-12.4052165,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000058,La Poterie,,0,a-15.4051982,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001058,La Poterie,,0,a-15.4052033,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002058,La Poterie,,0,a-15.4052084,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003070,La Poterie,,0,a-15.4052134,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004096,La Poterie,,0,a-15.4052185,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005644,La Poterie,,0,a-5.4152990,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000060,La Poterie,,0,a-13.4051963,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001060,La Poterie,,0,a-13.4052014,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002060,La Poterie,,0,a-13.4052065,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003072,La Poterie,,0,a-13.4052116,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004098,La Poterie,,0,a-13.4052167,1001-A-5001-5015,1,0
6-1001,prog-00000000001,00000005067,La Poterie,,0,a-3.4052218,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000062,La Poterie,,0,a-17.4051984,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001062,La Poterie,,0,a-17.4052035,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002062,La Poterie,,0,a-17.4052086,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003074,La Poterie,,0,a-17.4052136,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004100,La Poterie,,0,a-17.4052187,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000064,La Poterie,,0,a-3.4051952,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001064,La Poterie,,0,a-3.4052003,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002064,La Poterie,,0,a-3.4052054,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003076,La Poterie,,0,a-3.4052106,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004102,La Poterie,,0,a-3.4052157,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000066,La Poterie,,0,a-14.4051967,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001066,La Poterie,,0,a-14.4052018,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002066,La Poterie,,0,a-14.4052068,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003078,La Poterie,,0,a-14.4052119,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004104,La Poterie,,0,a-14.4052170,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005646,La Poterie,,0,a-6.4152992,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000068,La Poterie,,0,a-4.4051955,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001068,La Poterie,,0,a-4.4052006,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002068,La Poterie,,0,a-4.4052057,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003080,La Poterie,,0,a-4.4052109,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004106,La Poterie,,0,a-4.4052160,1001-A-5001-5015,1,0
6-1001,prog-00000000001,00000005068,La Poterie,,0,a-4.4052220,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000070,La Poterie,,0,a-16.4051969,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001070,La Poterie,,0,a-16.4052020,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002070,La Poterie,,0,a-16.4052070,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003082,La Poterie,,0,a-16.4052121,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004108,La Poterie,,0,a-16.4052172,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000072,La Poterie,,0,a-18.4051971,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001072,La Poterie,,0,a-18.4052022,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002072,La Poterie,,0,a-18.4052073,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003084,La Poterie,,0,a-18.4052123,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004110,La Poterie,,0,a-18.4052174,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005648,La Poterie,,0,a-7.4152994,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000074,La Poterie,,0,a-5.4051947,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001074,La Poterie,,0,a-5.4051998,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002074,La Poterie,,0,a-5.4052050,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003086,La Poterie,,0,a-5.4052102,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004112,La Poterie,,0,a-5.4052153,1001-A-5001-5015,1,0
6-1001,prog-00000000001,00000005070,La Poterie,,0,a-5.4052215,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000076,La Poterie,,0,a-19.4051973,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001076,La Poterie,,0,a-19.4052024,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002076,La Poterie,,0,a-19.4052076,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003088,La Poterie,,0,a-19.4052126,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004114,La Poterie,,0,a-19.4052177,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000078,La Poterie,,0,a-20.4051974,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001078,La Poterie,,0,a-20.4052025,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002078,La Poterie,,0,a-20.4052077,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003090,La Poterie,,0,a-20.4052127,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004116,La Poterie,,0,a-20.4052178,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005650,La Poterie,,0,a-8.4152996,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000080,La Poterie,,0,a-6.4051951,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001080,La Poterie,,0,a-6.4052002,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002080,La Poterie,,0,a-6.4052053,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003092,La Poterie,,0,a-6.4052105,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004118,La Poterie,,0,a-6.4052156,1001-A-5001-5015,1,0
6-1001,prog-00000000001,00000005072,La Poterie,,0,a-6.4052217,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000082,La Poterie,,0,a-21.4051975,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001082,La Poterie,,0,a-21.4052026,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002082,La Poterie,,0,a-21.4052078,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003094,La Poterie,,0,a-21.4052128,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004120,La Poterie,,0,a-21.4052179,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000084,La Poterie,,0,a-22.4051976,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001084,La Poterie,,0,a-22.4052027,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002084,La Poterie,,0,a-22.4052079,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003096,La Poterie,,0,a-22.4052129,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004122,La Poterie,,0,a-22.4052180,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000086,La Poterie,,0,a-23.4051979,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001086,La Poterie,,0,a-23.4052030,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002086,La Poterie,,0,a-23.4052081,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003098,La Poterie,,0,a-23.4052131,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004124,La Poterie,,0,a-23.4052182,1001-A-5001-5015,1,0
6-1001,prog-00000000007,00000005652,La Poterie,,0,a-1.4152989,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000088,La Poterie,,0,a-9.4051961,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001088,La Poterie,,0,a-9.4052012,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002088,La Poterie,,0,a-9.4052062,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003100,La Poterie,,0,a-9.4052113,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004126,La Poterie,,0,a-9.4052164,1001-A-5001-5015,1,0
6-1001,prog-00000000001,00000005074,La Poterie,,0,a-7.4052219,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000090,La Poterie,,0,a-24.4051980,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001090,La Poterie,,0,a-24.4052031,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002090,La Poterie,,0,a-24.4052082,1001-A-5001-5015,1,0
6-1001,prog-00000000004,00000003102,La Poterie,,0,a-24.4052132,1001-A-5001-5015,1,0
6-1001,prog-00000000005,00000004128,La Poterie,,0,a-24.4052183,1001-A-5001-5015,1,0
6-1001,prog-00000000002,00000000092,La Poterie,,0,a-25.4051983,1001-A-5001-5015,1,0
6-1001,prog-00000000003,00000001092,La Poterie,,0,a-25.4052034,1001-A-5001-5015,1,0
6-1001,prog-00000000006,00000002092,La Poterie,,0,a-25.4052085,1001-A-5001-5015,1,0
