date_mesure,geocode_commune,libelle_commune,valeur
2016-01-01T00:00:00.000,69271,Chassieu,0.9297177111291196
2022-01-01T00:00:00.000,30192,Orthoux-Sérignac-Quilhan,0.9358380450040981
2022-01-01T00:00:00.000,58261,Saint-Père,0.9408606202506163
2016-01-01T00:00:00.000,22194,Plestin-les-Grèves,0.8987543947832487
2016-01-01T00:00:00.000,06011,Beaulieu-sur-Mer,0.7546664670653266
2011-01-01T00:00:00.000,09265,Saint-Jean-du-Falga,0.9099848108813196
2016-01-01T00:00:00.000,30201,Ponteils-et-Brésis,0.9403973509933774
2011-01-01T00:00:00.000,80341,Fourdrinoy,0.9124087591240905
2022-01-01T00:00:00.000,17283,Pons,0.8570508615454924
2022-01-01T00:00:00.000,80252,Douilly,0.8836013081799672
2016-01-01T00:00:00.000,36014,Bazaiges,0.8878504672897197
2022-01-01T00:00:00.000,61361,Saint-André-de-Briouze,0.9740259740259749
2022-01-01T00:00:00.000,72322,Saint-Ulphace,0.9509606570976676
2016-01-01T00:00:00.000,70234,Filain,0.9361702127659575
2016-01-01T00:00:00.000,62290,Écurie,0.9673202614379122
2022-01-01T00:00:00.000,62876,Warlencourt-Eaucourt,0.9622641509433966
2011-01-01T00:00:00.000,38536,Vernioz,0.9642857142857151
2011-01-01T00:00:00.000,59251,Frasnoy,0.9307692307692298
2011-01-01T00:00:00.000,43031,Blassac,0.8852459016393442
2011-01-01T00:00:00.000,71164,Curtil-sous-Burnand,0.9285714285714286
2011-01-01T00:00:00.000,34059,La Caunette,0.9013157894736842
2016-01-01T00:00:00.000,79031,Beauvoir-sur-Niort,0.9193760987304416
2022-01-01T00:00:00.000,36109,Le Magny,0.939697349691722
2016-01-01T00:00:00.000,24064,Brantôme en Périgord,0.9017498640309262
2022-01-01T00:00:00.000,54593,Waville,0.9337016574585635
2011-01-01T00:00:00.000,34152,Mas-de-Londres,0.9569892473118278
2022-01-01T00:00:00.000,62158,Boubers-sur-Canche,0.9020348193518881
2016-01-01T00:00:00.000,46323,Ussel,0.9787234042553198
2011-01-01T00:00:00.000,52286,Leurville,0.7894736842105263
2011-01-01T00:00:00.000,81124,Lacaune,0.8669463114263476
2016-01-01T00:00:00.000,77038,Boissettes,0.9741127554630171
2011-01-01T00:00:00.000,23247,Saint-Vaury,0.87625
2011-01-01T00:00:00.000,28316,Rohaire,0.9696969696969684
2011-01-01T00:00:00.000,59657,West-Cappel,0.9460784313725504
2011-01-01T00:00:00.000,82032,Castelsagrat,0.8612244897959167
2011-01-01T00:00:00.000,80620,Péronne,0.7553191489361702
2022-01-01T00:00:00.000,62065,Avion,0.78029064386387
2022-01-01T00:00:00.000,64249,Guéthary,0.9316814982276934
2011-01-01T00:00:00.000,17068,Brie-sous-Mortagne,0.9145299145299167
2016-01-01T00:00:00.000,65306,Mauvezin,0.9252336448598173
2011-01-01T00:00:00.000,30174,Montaren-et-Saint-Médiers,0.9470392781215092
2016-01-01T00:00:00.000,03216,Ronnet,0.9125000000000006
2011-01-01T00:00:00.000,02350,Goudelancourt-lès-Pierrepont,0.9152542372881356
2016-01-01T00:00:00.000,04039,Castellane,0.8576576338830084
2016-01-01T00:00:00.000,71431,Saint-Jean-de-Trézy,0.9496855345911946
2016-01-01T00:00:00.000,57033,Arzviller,0.9339622641509446
2016-01-01T00:00:00.000,43031,Blassac,0.9384615384615386
2011-01-01T00:00:00.000,71340,Palinges,0.8898809523809523
2016-01-01T00:00:00.000,01026,Bâgé-le-Châtel,0.910541396102181
2016-01-01T00:00:00.000,56032,Campénéac,0.9304677623261686
2011-01-01T00:00:00.000,80014,Aizecourt-le-Bas,0.9565217391304319
2011-01-01T00:00:00.000,21492,Pommard,0.9086956521739148
2022-01-01T00:00:00.000,67520,Wasselonne,0.8791263941969141
2011-01-01T00:00:00.000,10144,Étrelles-sur-Aube,0.9516129032258065
2011-01-01T00:00:00.000,51486,Saint-Hilaire-le-Grand,0.9791666666666643
2016-01-01T00:00:00.000,24015,Audrix,0.9343065693430639
2016-01-01T00:00:00.000,08435,Tagnon,0.9287671232876717
2011-01-01T00:00:00.000,39143,Chevrotaine,0.9285714285714324
2022-01-01T00:00:00.000,38187,Le Gua,0.963612473774836
2011-01-01T00:00:00.000,30027,Bagard,0.9448648648648643
2016-01-01T00:00:00.000,68116,Gundolsheim,0.9470112285498776
2016-01-01T00:00:00.000,28214,La Loupe,0.7358926829824668
2022-01-01T00:00:00.000,02767,Vauxrezis,0.9611461635407201
2022-01-01T00:00:00.000,38566,Vourey,0.9673196900705718
2016-01-01T00:00:00.000,47127,Lafitte-sur-Lot,0.9190751445086706
2022-01-01T00:00:00.000,70511,Vaite,0.9570950116178732
