Identifiant;Date de début de version;Date de fin de version;Est la version active;Code;Nom;Commune (code INSEE);Commune (nom);Coordonnées;Accessible aux PMR;Mobilier;Visibilité;Stopid gtfs/gtfs-rt
4076;2021-09-02;;Oui;4076;Montaigu;35059;La Chapelle-des-Fougeretz;48.175803, -1.755936;false;Poteau;Grand public;6-4076
2209;2024-07-08;;Oui;2209;Commeurec;35281;Saint-Jacques-de-la-Lande;48.09573, -1.69429;false;Abri simple;Grand public;6-2209
1665;2017-05-25;;Oui;1665;Atalante Champeaux;35238;Rennes;48.113205, -1.713683;true;Poteau;Grand public;6-1665
4739;2024-09-02;;Oui;4739;Le Cleux;35139;Laillé;47.968178, -1.724183;false;Poteau + Abri communal;Grand public;6-4739
4151;2023-12-20;;Oui;4151;Anjou;35039;Brécé;48.109563, -1.480169;true;Abri auvent;Grand public;6-4151
2211;2022-11-21;;Oui;2211;Maltière;35281;Saint-Jacques-de-la-Lande;48.086586, -1.707828;true;Abri simple;Grand public;6-2211
1668;2017-11-06;;Oui;1668;Coubertin;35238;Rennes;48.086601, -1.688999;false;Abri simple;Grand public;6-1668
4750;2024-09-02;;Oui;4750;Rouesnais Sud;35139;Laillé;47.962967, -1.742873;false;Poteau;Grand public;6-4750
4159;2022-10-24;;Oui;4159;Provence;35039;Brécé;48.107464, -1.482566;false;Poteau;Grand public;6-4159
2218;2023-01-03;;Oui;2218;Saint-Yves;35281;Saint-Jacques-de-la-Lande;48.092245, -1.691681;true;Abri simple;Grand public;6-2218
1669;2018-09-03;;Oui;1669;Villejean-Université;35238;Rennes;48.121347, -1.705587;true;Abri simple;Grand public;6-1669
4754;2020-09-01;;Oui;4754;ZA Le Rachat;35139;Laillé;47.973599, -1.714829;false;Poteau;Grand public;6-4754
4161;2022-10-24;;Oui;4161;Mainguère;35039;Brécé;48.109081, -1.478292;true;Poteau;Grand public;6-4161
2224;2022-10-24;;Oui;2224;Morinais;35281;Saint-Jacques-de-la-Lande;48.07506, -1.716066;true;Poteau;Grand public;6-2224
1673;2018-09-03;;Oui;1673;Parc Beauregard;35238;Rennes;48.13117, -1.703853;true;Abri simple;Grand public;6-1673
4760;2025-07-07;;Oui;4760;Gingouillère;35139;Laillé;47.980233, -1.731064;false;Poteau;Grand public;6-4760
4211;2024-09-02;;Oui;4211;Calvaire;35076;Chavagne;48.052395, -1.79051;true;Poteau;Grand public;6-4211
2225;2022-10-24;;Oui;2225;Maltière;35281;Saint-Jacques-de-la-Lande;48.086815, -1.705612;false;Poteau;Grand public;6-2225
1675;2018-09-03;;Oui;1675;Mandela;35238;Rennes;48.134842, -1.698511;true;Abri simple;Grand public;6-1675
4856;2022-11-07;;Oui;4856;La Croisade;35058;La Chapelle-Chaussée;48.265108, -1.839734;false;Abri;Grand public;6-4856
4304;2024-09-02;;Oui;4304;L'Hermitage Centre;35131;L'Hermitage;48.125555, -1.81595;true;Poteau;Grand public;6-4304
2239;2024-09-02;;Oui;2239;Haut Bois;35281;Saint-Jacques-de-la-Lande;48.07785, -1.712458;true;Abri simple;Grand public;6-2239
1679;2018-09-03;;Oui;1679;Parc Beauregard;35238;Rennes;48.130992, -1.703946;true;Abri simple;Grand public;6-1679
4857;2022-11-07;;Oui;4857;La Croisade;35058;La Chapelle-Chaussée;48.26571, -1.840445;false;;Grand public;6-4857
4312;2022-04-25;;Oui;4312;Lemordant;35131;L'Hermitage;48.127299, -1.812387;false;Poteau;Grand public;6-4312
2242;2022-10-24;;Oui;2242;Centre Météo;35281;Saint-Jacques-de-la-Lande;48.065007, -1.724716;true;Poteau;Grand public;6-2242
1699;2022-10-24;;Oui;1699;François Château;35238;Rennes;48.111082, -1.648501;true;Abri simple;Grand public;6-1699
4900;2024-09-02;;Oui;4900;Langan Bourg;35144;Langan;48.245235, -1.853701;true;Poteau;Grand public;6-4900
4315;2024-09-02;;Oui;4315;Noë Biche;35131;L'Hermitage;48.122991, -1.802472;true;Abri simple;Grand public;6-4315
2245;2022-10-24;;Oui;2245;Haut Bois;35281;Saint-Jacques-de-la-Lande;48.077741, -1.712708;true;Abri simple;Grand public;6-2245
1702;2024-09-02;;Oui;1702;TNB;35238;Rennes;48.108495, -1.673578;true;Abri simple;Grand public;6-1702
5031;2024-11-18;;Oui;5031;Pontchaillou;35238;Rennes;48.121354, -1.693076;false;Abri simple;Grand public;6-5031
4324;2021-09-02;;Oui;4324;Rue de Montfort;35131;L'Hermitage;48.127855, -1.820934;false;Poteau;Grand public;6-4324
2251;2022-10-24;;Oui;2251;Maffeys;35281;Saint-Jacques-de-la-Lande;48.086777, -1.710285;false;Poteau;Grand public;6-2251
1715;2022-10-24;;Oui;1715;Mabilais;35238;Rennes;48.105032, -1.691929;true;Poteau;Grand public;6-1715
6001;2024-09-02;;Oui;6001;Frères Aubert;35245;Romillé;48.216934, -1.890427;true;Poteau;Grand public;6-6001
4353;2024-11-12;;Oui;4353;Paul Féval;35266;Saint-Erblon;48.017575, -1.654523;true;Abri simple;Grand public;6-4353
2272;2015-08-31;;Oui;2272;Mivoie;35281;Saint-Jacques-de-la-Lande;48.070252, -1.703027;true;Abri simple;Grand public;6-2272
1718;2022-10-24;;Oui;1718;Vaneau;35238;Rennes;48.109327, -1.692971;true;Abri simple;Grand public;6-1718
6011;2022-11-21;;Oui;6011;Romillé Pigeon Blanc;35245;Romillé;48.207826, -1.835797;false;Poteau;Grand public;6-6011
4355;2024-09-02;;Oui;4355;Champ Mulon;35266;Saint-Erblon;48.018827, -1.657806;true;Abri simple;Grand public;6-4355
2273;2022-10-24;;Oui;2273;Jean Pont;35281;Saint-Jacques-de-la-Lande;48.092147, -1.697847;true;Poteau;Grand public;6-2273
1720;2022-10-24;;Oui;1720;Redon;35238;Rennes;48.105925, -1.688711;true;Poteau;Grand public;6-1720
8002;2021-01-04;;Oui;8002;star't Pacé;35210;Pacé;48.147625, -1.768594;false;Abri simple;Grand public;6-8002
4356;2023-01-01;;Oui;4356;Croix du Pigeonnet;35266;Saint-Erblon;48.017172, -1.664599;true;Abri simple;Grand public;6-4356
2277;2019-04-23;;Oui;2277;Aéroport;35281;Saint-Jacques-de-la-Lande;48.067927, -1.726957;true;Abri double;Grand public;6-2277
1722;2024-07-08;;Oui;1722;Gares;35238;Rennes;48.104166, -1.672607;true;Abri simple;Grand public;6-1722
8005;2024-08-26;;Oui;8005;star't Cesson - Viasilva;35051;Cesson-Sévigné;48.133028, -1.621442;false;Non matérialisé;Grand public;6-8005
4360;2025-09-01;;Oui;4360;Leuzières;35266;Saint-Erblon;48.02405, -1.655896;false;Poteau provisoire;Grand public;6-4360
2284;2022-10-24;;Oui;2284;Saint-Jacques - Gaîté;35281;Saint-Jacques-de-la-Lande;48.091701, -1.70305;true;Abri simple;Grand public;6-2284
1723;2025-09-01;;Oui;1723;Les Gayeulles;35238;Rennes;48.129493, -1.656869;true;Abri double;Grand public;6-1723
8008;2021-01-04;;Oui;8008;star't Alphasis;35278;Saint-Grégoire;48.154774, -1.697389;false;Non matérialisé;Grand public;6-8008
4364;2021-09-02;;Oui;4364;Douazel;35266;Saint-Erblon;48.020602, -1.63193;false;Abri simple;Grand public;6-4364
2287;2022-10-24;;Oui;2287;La Courrouze;35281;Saint-Jacques-de-la-Lande;48.09664, -1.697802;true;Poteau;Grand public;6-2287
1730;2022-10-24;;Oui;1730;Metz;35238;Rennes;48.117477, -1.659421;true;Poteau;Grand public;6-1730
4379;2024-09-02;;Oui;4379;Collège Saint-Paul;35266;Saint-Erblon;48.017939, -1.660437;true;Poteau;Grand public;6-4379
2314;2022-10-24;;Oui;2314;Porte de Ker Lann;35047;Bruz;48.054407, -1.740303;true;Abri simple;Grand public;6-2314
1747;2022-08-29;;Oui;1747;La Poterie;35238;Rennes;48.087285, -1.642585;true;Abri simple;Grand public;6-1747
4380;2024-09-02;;Oui;4380;Collège Saint-Paul;35266;Saint-Erblon;48.017806, -1.662017;true;Abri;Grand public;6-4380
2319;2024-09-02;;Oui;2319;Ker Lann;35047;Bruz;48.044553, -1.746243;true;Abri simple;Grand public;6-2319
1751;2022-10-28;;Oui;1751;Couvent des Jacobins;35238;Rennes;48.114844, -1.681513;true;Poteau;Grand public;6-1751
9106;2002-01-01;;Oui;9106;Liberté Ev;35238;Rennes;48.107536, -1.67729;false;;Grand public;6-9106
4405;2021-10-08;;Oui;4405;Breil;35351;Le Verger;48.066916, -1.946416;false;Abri simple;Grand public;6-4405
2320;2022-10-24;;Oui;2320;Croix Madame;35047;Bruz;48.040387, -1.75519;false;Poteau provisoire;Grand public;6-2320
1752;2022-10-28;;Oui;1752;Vieux St-Etienne;35238;Rennes;48.115246, -1.684286;true;Poteau;Grand public;6-1752
9133;2022-10-24;;Oui;9133;Géniaux Ev;35238;Rennes;48.109076, -1.709821;false;;Grand public;6-9133
4406;2021-10-08;;Oui;4406;Breil;35351;Le Verger;48.066997, -1.946498;false;Poteau;Grand public;6-4406
2324;2022-10-24;;Oui;2324;Haut Launay;35047;Bruz;48.024596, -1.757088;true;Poteau;Grand public;6-2324
1759;2024-07-08;;Oui;1759;Durafour Leclerc;35238;Rennes;48.114609, -1.655196;true;Abri simple;Grand public;6-1759
9137;2022-10-24;;Oui;9137;Roazhon Park Ev;35238;Rennes;48.107748, -1.715647;false;;Grand public;6-9137
4410;2002-01-01;;Oui;4410;La Lande Basse;35351;Le Verger;48.062953, -1.930041;false;Poteau + Abri communal;Grand public;6-4410
2337;2022-10-24;;Oui;2337;Lavoisier;35047;Bruz;48.032987, -1.733027;true;Abri double;Grand public;6-2337
1762;2024-07-08;;Oui;1762;Monnerville;35238;Rennes;48.107392, -1.64911;true;Abri provisoire;Grand public;6-1762
9141;2002-01-01;;Oui;9141;Liberté Ev;35238;Rennes;48.107362, -1.676848;false;;Grand public;6-9141
4451;2002-01-01;;Oui;4451;Clairville;35081;Clayes;48.180991, -1.850524;false;Abri simple;Grand public;6-4451
2339;2022-10-24;;Oui;2339;Champ Niguel;35047;Bruz;48.028329, -1.735617;true;Abri simple;Grand public;6-2339
1765;2024-05-04;;Oui;1765;Buffon;35238;Rennes;48.10345, -1.711658;false;Poteau;Grand public;6-1765
9142;2022-10-24;;Oui;9142;Pâtis Tatelin Ev;35238;Rennes;48.128951, -1.642546;false;;Grand public;6-9142
4510;2022-10-24;;Oui;4510;Prés Verts;35120;Gévezé;48.223641, -1.793645;true;Abri simple;Grand public;6-4510
2344;2025-09-01;;Oui;2344;Noë;35047;Bruz;48.021674, -1.752317;true;Abri simple;Grand public;6-2344
2006;2022-10-24;;Oui;2006;Petits Champs;35051;Cesson-Sévigné;48.125192, -1.596604;true;Abri simple;Grand public;6-2006
9157;2024-04-01;;Oui;9157;Parc Expo;35281;Saint-Jacques-de-la-Lande;48.060363, -1.731141;false;Non matérialisé;Grand public;6-9157
4530;2002-01-01;;Oui;4530;Lande de Villé;35120;Gévezé;48.23354, -1.787786;false;Poteau;Grand public;6-4530
2380;2024-09-02;;Oui;2380;Roche Marguerite;35047;Bruz;47.998281, -1.73959;false;Poteau;Grand public;6-2380
2007;2024-07-08;;Oui;2007;Bourgchevreuil;35051;Cesson-Sévigné;48.12323, -1.600496;true;Abri simple;Grand public;6-2007
9160;2025-05-01;;Oui;9160;Ecomusée;35206;Noyal-Châtillon-sur-Seiche;48.077282, -1.665552;false;Poteau provisoire;Grand public;6-9160
2384;2024-09-02;;Oui;2384;Bois de Carcé;35047;Bruz;48.024765, -1.727164;false;Poteau;Grand public;6-2384
2014;2023-09-04;;Oui;2014;Sports et Nature;35051;Cesson-Sévigné;48.114672, -1.609754;true;Abri simple;Grand public;6-2014
4553;2022-10-24;2026-01-04;Oui;4553;Lande du Jardin;35250;Saint-Armel;48.01463, -1.598304;true;Poteau;Grand public;6-4553
2404;2025-09-01;;Oui;2404;Trégor;35024;Betton;48.183007, -1.646075;false;Abri simple;Grand public;6-2404
2016;2022-10-24;;Oui;2016;Taillis;35051;Cesson-Sévigné;48.114203, -1.622107;true;Abri simple;Grand public;6-2016
2407;2025-09-01;;Oui;2407;Haye Renaud Gare;35024;Betton;48.180188, -1.634933;true;Abri simple;Grand public;6-2407
2019;2022-10-24;;Oui;2019;Champs Péans;35051;Cesson-Sévigné;48.114059, -1.627947;true;Abri simple;Grand public;6-2019
4555;2002-01-01;2026-01-04;Oui;4555;Saint-Armel Gare;35250;Saint-Armel;48.014056, -1.594394;true;Abri simple;Grand public;6-4555
2409;2025-09-01;;Oui;2409;Housset;35024;Betton;48.172309, -1.63743;true;Abri simple;Grand public;6-2409
2029;2024-07-08;;Oui;2029;Bourgchevreuil;35051;Cesson-Sévigné;48.12307, -1.600578;true;Abri simple;Grand public;6-2029
2410;2025-09-01;;Oui;2410;Enseigne Abbaye;35024;Betton;48.171005, -1.64207;true;Abri double;Grand public;6-2410
2042;2022-10-24;;Oui;2042;Les Lacs;35051;Cesson-Sévigné;48.124672, -1.613096;true;Poteau;Grand public;6-2042
4601;2022-10-24;;Oui;4601;Chevaigné Mairie;35079;Chevaigné;48.211774, -1.630336;true;Poteau;Grand public;6-4601
2411;2025-09-01;;Oui;2411;Betton Vallée;35024;Betton;48.16171, -1.647864;true;Abri simple;Grand public;6-2411
2063;2022-10-24;;Oui;2063;Monniais;35051;Cesson-Sévigné;48.108748, -1.609616;true;Abri simple;Grand public;6-2063
4605;2022-10-24;;Oui;4605;Fonderies;35079;Chevaigné;48.214376, -1.62897;true;Abri simple;Grand public;6-4605
2416;2025-09-01;;Oui;2416;Haye Renaud Gare;35024;Betton;48.180211, -1.6347;true;?;Grand public;6-2416
2072;2022-10-24;;Oui;2072;Calendrou;35051;Cesson-Sévigné;48.140603, -1.616299;true;Abri simple;Grand public;6-2072
4660;2002-01-01;;Oui;4660;Bintin;35080;Cintré;48.114373, -1.903277;false;Poteau;Grand public;6-4660
2417;2025-09-01;;Oui;2417;Betton Centre;35024;Betton;48.181847, -1.638395;true;Abri simple;Grand public;6-2417
2073;2022-10-24;;Oui;2073;Victoire;35051;Cesson-Sévigné;48.145075, -1.608438;true;Poteau;Grand public;6-2073
4662;2022-10-03;;Oui;4662;Chêne Lierru;35080;Cintré;48.107023, -1.894886;false;Poteau;Grand public;6-4662
2423;2025-09-01;;Oui;2423;Cour Neuve;35024;Betton;48.175413, -1.622935;false;Poteau;Grand public;6-2423
2079;2022-10-24;;Oui;2079;Verger;35051;Cesson-Sévigné;48.128789, -1.606166;false;Abri simple;Grand public;6-2079
4701;2024-09-02;;Oui;4701;Point du Jour;35139;Laillé;47.978582, -1.713057;true;Abri simple;Grand public;6-4701
2425;2025-09-01;;Oui;2425;Tihouït;35024;Betton;48.163665, -1.62518;true;Abri simple;Grand public;6-2425
2084;2022-10-24;;Oui;2084;Verger;35051;Cesson-Sévigné;48.129024, -1.604791;false;Poteau;Grand public;6-2084
4702;2021-09-02;;Oui;4702;Orée du Bois;35139;Laillé;47.975508, -1.717006;true;Abri simple;Grand public;6-4702
2426;2025-09-01;;Oui;2426;Tihouït;35024;Betton;48.163864, -1.624946;true;Poteau;Grand public;6-2426
2085;2024-09-02;;Oui;2085;Champelé;35051;Cesson-Sévigné;48.115989, -1.584164;true;Abri simple;Grand public;6-2085
4707;2025-07-07;;Oui;4707;Châtaigneraie;35139;Laillé;47.97928, -1.724484;true;Poteau;Grand public;6-4707
2438;2022-10-24;;Oui;2438;Mézières;35024;Betton;48.18499, -1.65024;false;Poteau;Grand public;6-2438
2101;2022-10-24;;Oui;2101;Village Collectivités;35051;Cesson-Sévigné;48.131743, -1.597919;true;Abri double;Grand public;6-2101
4730;2022-09-26;;Oui;4730;La Gicquelais;35139;Laillé;47.939553, -1.710619;false;Poteau;Grand public;6-4730
2456;2022-10-24;;Oui;2456;Pont Brand;35024;Betton;48.178787, -1.660937;true;Abri simple;Grand public;6-2456
2102;2023-09-04;;Oui;2102;Erbonière;35051;Cesson-Sévigné;48.106162, -1.625343;true;Abri simple;Grand public;6-2102
4740;2024-09-02;;Oui;4740;Le Nid;35139;Laillé;47.98519, -1.718862;false;Abri simple;Grand public;6-4740
2462;2022-08-29;;Oui;2462;Basse Robinais;35024;Betton;48.193848, -1.625124;true;Abri simple;Grand public;6-2462
2110;2002-01-01;;Oui;2110;Touche sur Roche;35051;Cesson-Sévigné;48.097628, -1.586757;false;Poteau;Grand public;6-2110
4741;2024-09-02;;Oui;4741;Le Nid;35139;Laillé;47.985177, -1.719023;false;Poteau;Grand public;6-4741
2464;2002-01-01;;Oui;2464;Betton Gare;35024;Betton;48.181757, -1.634588;false;Abri simple;Grand public;6-2464
2132;2024-02-12;;Oui;2132;Cesson - Viasilva;35051;Cesson-Sévigné;48.132413, -1.619598;true;Abri simple;Grand public;6-2132
4759;2020-09-01;;Oui;4759;Couais;35139;Laillé;47.944867, -1.728573;false;Poteau;Grand public;6-4759
2467;2025-09-01;;Oui;2467;La Haute Plesse;35024;Betton;48.179901, -1.62836;true;Poteau;Grand public;6-2467
2135;2023-04-17;;Oui;2135;Cesson - Viasilva;35051;Cesson-Sévigné;48.132889, -1.620573;true;Abri simple;Grand public;6-2135
4762;2024-09-02;;Oui;4762;Le Plessix Mandon;35139;Laillé;47.946054, -1.679936;false;;Grand public;6-4762
2510;2002-01-01;;Oui;2510;Plessix Saucourt;35240;Le Rheu;48.103897, -1.750302;false;Abri simple;Grand public;6-2510
2138;2023-04-17;;Oui;2138;Cesson - Viasilva;35051;Cesson-Sévigné;48.132243, -1.619819;true;Abri simple;Grand public;6-2138
4766;2022-09-01;;Oui;4766;L'Oie;35139;Laillé;47.940225, -1.716699;false;Abri simple;Grand public;6-4766
2525;2002-01-01;;Oui;2525;Haut Plessis;35240;Le Rheu;48.07853, -1.771357;false;Poteau;Grand public;6-2525
2143;2024-07-08;;Oui;2143;Monniais;35051;Cesson-Sévigné;48.109695, -1.608879;true;Abri simple;Grand public;6-2143
4906;2021-09-02;;Oui;4906;Le Rhé;35144;Langan;48.24926, -1.86779;false;Poteau;Grand public;6-4906
2537;2023-09-04;;Oui;2537;Gaston Bardet;35240;Le Rheu;48.102401, -1.787353;true;Abri simple;Grand public;6-2537
2146;2022-10-24;;Oui;2146;Stade Belliard;35051;Cesson-Sévigné;48.118847, -1.599477;true;Abri simple;Grand public;6-2146
2539;2024-09-02;;Oui;2539;Acquêts;35240;Le Rheu;48.096467, -1.798157;true;Poteau;Grand public;6-2539
2149;2022-10-24;;Oui;2149;Dézerseul;35051;Cesson-Sévigné;48.122835, -1.591469;true;Abri simple;Grand public;6-2149
4956;2014-01-02;;Oui;4956;Miniac Ecole;35180;Miniac-sous-Bécherel;48.284109, -1.934853;false;Poteau;Grand public;6-4956
2541;2024-09-02;;Oui;2541;Egalité;35240;Le Rheu;48.094413, -1.795916;true;Poteau;Grand public;6-2541
2150;2024-07-08;;Oui;2150;Les Lacs;35051;Cesson-Sévigné;48.125198, -1.613054;true;Abri simple;Grand public;6-2150
6005;2024-09-02;;Oui;6005;Mettrie Templiers;35245;Romillé;48.212414, -1.890827;true;Poteau;Grand public;6-6005
2548;2024-09-02;;Oui;2548;Clos Joury;35240;Le Rheu;48.100453, -1.801441;true;Abri double;Grand public;6-2548
2155;2024-02-12;;Oui;2155;Bouriande;35051;Cesson-Sévigné;48.127731, -1.620931;true;Poteau;Grand public;6-2155
6012;2022-11-21;;Oui;6012;Romillé Pigeon Blanc;35245;Romillé;48.207787, -1.83572;false;Poteau;Grand public;6-6012
2605;2022-10-24;;Oui;2605;Fosse Gauchère;35352;Vern-sur-Seiche;48.04941, -1.609843;true;Poteau;Grand public;6-2605
2156;2024-02-26;;Oui;2156;Gaudais;35051;Cesson-Sévigné;48.127218, -1.614108;true;Abri simple;Grand public;6-2156
6021;2002-01-01;;Oui;6021;Romillé Collège;35245;Romillé;48.218528, -1.895741;false;Non matérialisé;Grand public;6-6021
2611;2022-10-24;;Oui;2611;Hallerais;35352;Vern-sur-Seiche;48.072403, -1.628708;true;Abri simple;Grand public;6-2611
2159;2024-07-08;;Oui;2159;Pierrins;35051;Cesson-Sévigné;48.130092, -1.614392;true;Abri;Grand public;6-2159
6025;2025-09-01;;Oui;6025;La Couplais;35245;Romillé;48.233964, -1.875467;false;Poteau;Grand public;6-6025
2615;2022-10-24;;Oui;2615;Bretonnière;35352;Vern-sur-Seiche;48.058916, -1.616691;true;Poteau;Grand public;6-2615
2160;2024-07-08;;Oui;2160;Pierrins;35051;Cesson-Sévigné;48.13076, -1.614675;true;Poteau;Grand public;6-2160
8010;2021-01-04;;Oui;8010;star't Le Rheu;35240;Le Rheu;48.099381, -1.795996;false;Non matérialisé;Grand public;6-8010
2621;2022-10-24;2026-01-04;Oui;2621;Vern La Touche;35352;Vern-sur-Seiche;48.040697, -1.60235;false;Poteau;Grand public;6-2621
2161;2025-01-01;;Oui;2161;Rigourdière;35051;Cesson-Sévigné;48.114365, -1.593011;true;Poteau;Grand public;6-2161
2622;2002-01-01;;Oui;2622;Champ Martin;35352;Vern-sur-Seiche;48.059932, -1.613107;false;Poteau;Grand public;6-2622
2163;2023-09-04;;Oui;2163;Petite Monniais;35051;Cesson-Sévigné;48.103708, -1.60418;true;Poteau;Grand public;6-2163
2630;2014-01-01;;Oui;2630;Maillardière;35352;Vern-sur-Seiche;48.045211, -1.598757;true;Abri simple;Grand public;6-2630
2164;2024-09-02;;Oui;2164;Chêne Morand;35051;Cesson-Sévigné;48.103826, -1.621442;true;Abri;Grand public;6-2164
2634;2022-10-24;;Oui;2634;Vern Eglise;35352;Vern-sur-Seiche;48.046994, -1.602716;true;Poteau;Grand public;6-2634
2166;2024-09-02;;Oui;2166;Montoul;35051;Cesson-Sévigné;48.097394, -1.574385;false;Poteau;Grand public;6-2166
9086;2002-01-01;;Oui;9086;Hôtel Dieu Ev;35238;Rennes;48.117533, -1.677247;false;;Grand public;6-9086
2637;2022-10-24;;Oui;2637;Solidor;35352;Vern-sur-Seiche;48.049622, -1.615173;true;Abri simple;Grand public;6-2637
2213;2022-10-24;;Oui;2213;Jean Marin;35281;Saint-Jacques-de-la-Lande;48.082476, -1.715442;true;Abri simple;Grand public;6-2213
9112;2021-08-30;;Oui;9112;Pont de Nantes Ev;35238;Rennes;48.101668, -1.684228;false;;Grand public;6-9112
2647;2021-09-02;2026-01-04;Oui;2647;Vern Gare;35352;Vern-sur-Seiche;48.046846, -1.595867;false;Poteau provisoire;Grand public;6-2647
2214;2022-10-24;;Oui;2214;Médiathèque;35281;Saint-Jacques-de-la-Lande;48.079898, -1.715534;true;Abri double;Grand public;6-2214
9113;2002-01-01;;Oui;9113;Pont de Nantes Ev;35238;Rennes;48.102039, -1.683343;false;;Grand public;6-9113
2704;2023-01-03;;Oui;2704;Janais;35206;Noyal-Châtillon-sur-Seiche;48.059246, -1.7013;false;Abri simple;Grand public;6-2704
2215;2022-10-24;;Oui;2215;Collège Jean Moulin;35281;Saint-Jacques-de-la-Lande;48.076891, -1.71591;true;Abri simple;Grand public;6-2215
9115;2002-01-01;;Oui;9115;Gares;35238;Rennes;48.104251, -1.671228;false;;Grand public;6-9115
2705;2021-02-22;;Oui;2705;Bray;35206;Noyal-Châtillon-sur-Seiche;48.029055, -1.659784;false;Poteau;Grand public;6-2705
2228;2017-04-18;;Oui;2228;Pigeon Blanc;35281;Saint-Jacques-de-la-Lande;48.089781, -1.693143;true;Abri simple;Grand public;6-2228
9146;2021-08-30;;Oui;9146;TNB Ev;35238;Rennes;48.107688, -1.67366;false;;Grand public;6-9146
2712;2022-12-09;;Oui;2712;Mail Lancé;35206;Noyal-Châtillon-sur-Seiche;48.064004, -1.663849;false;Abri simple;Grand public;6-2712
2229;2022-10-24;;Oui;2229;Croix Verte;35281;Saint-Jacques-de-la-Lande;48.089432, -1.697947;true;Abri simple;Grand public;6-2229
2730;2022-10-24;;Oui;2730;Croix de Pierre;35206;Noyal-Châtillon-sur-Seiche;48.046117, -1.66477;true;Poteau;Grand public;6-2730
2233;2022-10-24;;Oui;2233;Abbé Grimault;35281;Saint-Jacques-de-la-Lande;48.067416, -1.717317;true;Abri simple;Grand public;6-2233
2773;2024-09-02;;Oui;2773;Ise;35206;Noyal-Châtillon-sur-Seiche;48.032135, -1.661331;true;Abri simple;Grand public;6-2773
2238;2022-10-24;;Oui;2238;Centre Météo;35281;Saint-Jacques-de-la-Lande;48.065027, -1.724475;true;Abri simple;Grand public;6-2238
2816;2024-09-02;;Oui;2816;La Plesse;35278;Saint-Grégoire;48.138245, -1.686342;true;Abri simple;Grand public;6-2816
2243;2022-10-24;;Oui;2243;Aire Libre;35281;Saint-Jacques-de-la-Lande;48.067363, -1.721863;true;Poteau;Grand public;6-2243
2836;2024-09-02;;Oui;2836;Uttenreuth;35278;Saint-Grégoire;48.157005, -1.687266;true;Poteau;Grand public;6-2836
2248;2002-01-01;;Oui;2248;Bellevue;35281;Saint-Jacques-de-la-Lande;48.079341, -1.733111;false;Poteau;Grand public;6-2248
2851;2002-01-01;;Oui;2851;Edonia;35278;Saint-Grégoire;48.148065, -1.696845;true;Poteau;Grand public;6-2851
2252;2022-10-24;;Oui;2252;Maffeys;35281;Saint-Jacques-de-la-Lande;48.08671, -1.710051;false;Poteau;Grand public;6-2252
2856;2022-10-24;;Oui;2856;Kerguelen;35278;Saint-Grégoire;48.151431, -1.697106;true;Abri simple;Grand public;6-2856
2253;2020-06-25;;Oui;2253;Reuzerais;35281;Saint-Jacques-de-la-Lande;48.086649, -1.723089;false;Poteau;Grand public;6-2253
2860;2024-09-02;;Oui;2860;Robiquette;35278;Saint-Grégoire;48.136854, -1.697284;true;Abri simple;Grand public;6-2860
2255;2017-02-06;;Oui;2255;Bellevue;35281;Saint-Jacques-de-la-Lande;48.078745, -1.732518;false;Poteau;Grand public;6-2255
2865;2022-10-24;;Oui;2865;Maison Blanche;35278;Saint-Grégoire;48.147289, -1.657589;true;Abri simple;Grand public;6-2865
2257;2016-08-29;;Oui;2257;Pressoirs;35281;Saint-Jacques-de-la-Lande;48.087068, -1.694605;true;Abri simple;Grand public;6-2257
2906;2002-01-01;;Oui;2906;Croix aux Potiers;35066;Chartres-de-Bretagne;48.045933, -1.71008;true;Abri simple;Grand public;6-2906
2266;2025-01-01;;Oui;2266;Parc Expo;35047;Bruz;48.056515, -1.732068;false;Non matérialisé;Grand public;6-2266
2908;2022-10-24;;Oui;2908;Callouët;35066;Chartres-de-Bretagne;48.041394, -1.71253;true;Abri simple;Grand public;6-2908
2276;2023-09-04;;Oui;2276;Haie des Cognets;35281;Saint-Jacques-de-la-Lande;48.081991, -1.733693;true;Abri simple;Grand public;6-2276
2916;2022-10-24;;Oui;2916;Auditoire;35066;Chartres-de-Bretagne;48.041683, -1.702487;false;Abri simple;Grand public;6-2916
2282;2025-09-01;;Oui;2282;Saint-Jacques - Gaîté;35281;Saint-Jacques-de-la-Lande;48.092031, -1.702462;true;Abri simple;Grand public;6-2282
2919;2022-10-24;;Oui;2919;Chartres Centre;35066;Chartres-de-Bretagne;48.042233, -1.707317;true;Abri simple;Grand public;6-2919
2288;2022-10-24;;Oui;2288;Jules Vallès;35281;Saint-Jacques-de-la-Lande;48.063186, -1.728352;true;Poteau;Grand public;6-2288
2924;2025-09-01;;Oui;2924;Argoat;35066;Chartres-de-Bretagne;48.03556, -1.706247;true;Poteau;Grand public;6-2924
2289;2022-10-24;;Oui;2289;Jules Vallès;35281;Saint-Jacques-de-la-Lande;48.063351, -1.727696;true;Abri simple;Grand public;6-2289
2928;2025-09-01;;Oui;2928;Constant Mérel;35066;Chartres-de-Bretagne;48.031446, -1.70875;true;Abri simple;Grand public;6-2928
2291;2022-10-24;;Oui;2291;Germaine Tillion;35281;Saint-Jacques-de-la-Lande;48.094478, -1.706118;true;Abri simple;Grand public;6-2291
